,0,1
0,00d0607552804,"31802034  ISH POWER HARDWARE TRADING 002458685T 131, JALAN PJU 5/10, DATARAN SUNWAY, KOTA DAMANSARA, 47810, PETALING JAYA, SELANGOR TEL:012373 2096 TAX INVOICE GST REG NO: CSR UIE EARL, INVOICENO  01145995 DATE : 10/10/2017 4:22:12 PM ... DESCRIPTION OTY PRICE AMOUNT 1 MAJESTA HSS 2 4, 00 8. UD SRT JOBBER DRILLS 3.5MM EE SUBS OTAL AE 8.00 AES SOLE  ROUND AMT: 0.00 NET TOTAL:  AS 00 CASH RECEIVED : : 8.00  GST SUMMARY  AMOUNT TAXRM SR6.00 7.55 0.45 SOBA HAN KAN OU SAMARA PLEASE COME AGAIN."
0,00d0602427476,"NO308 UNIHAKKA INTERNATIONAL SDN BHD 18 MAR 2048 18:25 67388U 42, JALAN TAMPEL 7/4,KAWASAN PERINDUSTTIAN TAMPOI,81200 JOHOR BAHRU,JOHOR TAX INVOICE INVOICE  : OR18031802170364 TTERN OTY TOTAL SR I001 DO00003T 3 VEGE  4.40 4 4.40 SR 100100000064ADD VEGETABLE 0.50 1 0.50 SR 1001000001 14ADD CHICKEN 3.70 I 3.70  TOTAL AMOUNT: 8.60 GST E: 048 NETT TOTAL: 8.60 PAYMENT MODE AMOUNT CASH 2.60 CHANGE 0.00 ST SUMMARY AMOUNTS TATS 0 A1 TAE GST REG 000656195584 BAR WANG RICEPERMAS JAYA PRICE INCLUSIVE OF GST THANK YOU  COME AGAIN LIKE AND FOLLOW US ON FACEBOOK FACEBOOK.CONVBAWANGRICE XT."
0,00d0763228450,"4 F FI IF IF  MOONLIGHT CAKE HOUSE SDN BHD 862725U GST REG NO: 001559298048 : NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA 91750 JOHOR BAHRU, JOHOR. TEL NO.: 07387 3322 WWE .MOONL IGHTCAKE . COM T TOAST B  COFFEE CREAM CH 1 RM7.85 ST DISCOUNT R WALNUT MULTIGRAIN  1 DISCOUNT  TOTAL INCL GST RM21.83 ROUNDING RMO 02 GRAND ROTAL RM  B85 TOTAL PAID RM50 .00 CHANGE RW28.15 DISCOUNT SUMMARY 04/08/2018 18:17:54 MEEE TEE SECOR EEE BESE ETH TE TT TE MM ME ME EM EMS AT AN EENS EES EE CEE EE TNE OA AMT OE EE UES SEE EET ENED ENS RET ST ER TINE ATE CME FY ADS TABLE  COUNTER . INVOICE NO: SPRIUY 118/06/041016956 DATE  04/06/2018 18:17:54 PAYMENT TYPE: CASH MEMBER NUMBER : 9900000 100068587 ET VIES VE, CAS TRES EEE NES EAE CE CANS MEM ARMS AE MEM EA RY TS CEN TAE SAE OE PEE TAKE AWAY ONE ANTE EEN OT OME TN TONES EE MOET A PEE NAME AMET ENE BUTTER SLICE CHEESE  1 RM4.15 ST DISCOUNT RM0,20 EUROPE BUN   RM3.70 ST DISCOUNT RM0, 18 GREEN TEA MACHI  1 RM3.30 ST DISCOUN RM0.16 DISCOUNT RM1.12 GST SUMMARY GST SUMMARY ITEM AMOUNTRM G3STCRN ST  0 H 21.83 0,00 NS  04  0,00 0.00 A ES ATE EEE AAD ME OME WARE SENS HA MANE STE BIEL SEMEN WAE AMIE SINE EID"
0,00d0930689679,"I SYARIKAT PERNIAGAAN GIN KEE 81109A NO 290, JALAN AIR PANAS, SETAPAK, 63200, KUALA LUMPUR. TEL : 0340210276 GST ID : 000750673920 SIMPLIFIED TAX INVOICE CASH .  DOCNO . CS00011956 DATE 02/12/2017 CASHIER : USER TIME: 17 21:00 SALESPERSON REF. :  CSU AG SIPRIEET AMOS TUMENE 507 4 TAZ 7.42 SR  SPRAVPAINT GY  7 TOTAL OTY I 742  TOTAL SALES EXCLUDING GST . 7.00  DISCOUNT : 0.00 I TOTALGST . 0.42  ROUNDING . 0.00  TOTAL SALES INCLUSIVE OF GST : 7.42  CASH : 7.42 CHANGE : 0.00  GSTSUMMARY   TAX CODE  AMTRM TAX SR 6 0 42 I  TOTEL: 7.00 0.42  EE DNARIE THANK YOU"
0,00d0724729985,GUARDIAN HEALTH AND BEAUTY SDA BHD FIRST WORLD THEME PARK  LOT F/L2A.4 LEVEL 28 FIRST WE PLAZAS FIRST WORLD TEL0361012425 COMPANY REG 01101083T GST REA HOOCEI9B74814 RM 2X 2.20 0092000 GDN WATER 500KL 4.40  PRICE QVERIDE GDN WATER 5O0HL 1.84 REASON CODE:3 SUBTOTAL 2.56 TOTAL GST INCL 2.56 CASH 50.55 ROUNDING ADJUSTMENTS 0.01 CHANGE DUE 48.00 YOUR SAVINGS FOR TODAY 1.84 6ST  RATE GST EXCL  GST AMT  4 2.42 0.14 THANK YOU FOR SHOPRING AT GUARDIAN ALL AMOUNTS ARE IN RH FOODS SOLD ARE NONREFUNDABLE. ALL EXCHANGES AND RETURNS INCLUDING GUARDIAN BRAND PRODUCTS MUST BE MADE WITHIN 7DAYS WITH ORIGINAL RECEIPTS AND PRODUCT IN ORIGINAL CONDITION. ST:512 CTR ID:3001 TAXINV:94542 15:55 14/02/14
0,00d0945045450,"CUSTYUAR RUNT STLIIND LER JASUR 3180404 MCNTAC INITIAL SDN BHD 1206674T SUSHI MENTAT PLAZA DANAU NO.371, PLAZA DANAU DESA 2, JALAN 1OGF, TAMAN DANAU DESA, 58100 KUALA LUMPUR. GST REG. NO  000435761152 TAX INVOICE FABLE 12 URDERT: 152842 BILLA: VO31 561345 PAXS: 0 DATE : 21042018 20:40:32 CASHIER: KHONG DESCRIPTION QTY U.PRICE TOTAL TAX GREEN TEA 2X 1.00 2.00 SR SHIRA RAMEN 1X 12,80 12.80 SR SUSHI 1.30 10 X 1.80 18.00 SR SUSHI 2.80 A 1X 2.80 2.80 SR LATAL EXCLUDING GS1: 35.60 SERV. CHARGE 10: 3.56 GS1 PAYABLE: 2.36 TOTAL INCLUSIVE OF GST: 41.52 ROUNDING ADJ: 0,.02 SERVER: KHONG VISA 41.50 GST SUMAARY AMOUNTRM  TAXRM SR  6 39.16 2.36 GUEST SIGNATURE THANK YOU PLEASE COME AGAIN POWERED BY WHH.SISPOS.COM.MY"
0,00d0910676977,"BREWERY TARF OWNER BY CASTLE BLUE /B 1035685T GST NA : 882198047240 AVTIVO PLAZA,LOT BF11, BLOCK B NOLWDALAN PU 9/1,DSARA AVEVUE HANDAR SRI DSARA, 52006 KL TEL: 403625279219  GUEST CHECK  TABLE NA: DGS GQRDER NO OO: 11649 DATE 30/03/2018  8:15 PM CASHIER : ORDER LOGIN WEITER : HARRY,PAING PRN OH 2 30/83/2018 11:18 PH 1 TIGER BUCKET HH 58.80 SR 444 DINE IN 444 1 TIGER 2 BUCKET  HH 95.80 SR 2 TIGER BUCKET HH 1 CHICKEN WINGS 22.03 SR I FRENCH FRIES 12.00 SE 4 SUBTOTAL 179,40 GST 86: 19.74 ROUNDING ADI O84 HET TOTAL 189.75  44 50/03/2010 LIEKT PM KEKE  TAX SUMMARY AMOUNT TAX SR:GST 84 179.08 1.74 THANK YOU, PLEASE COME AGAIN GEODS SOLD ARE NON REFUNDSBLE IS"
0,00d0726102139,"SANYO STATIONERY SHOP NO. 31G33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM MOBILE /WHATSAPPS : 6012918 793 TEL: 6033362 4137 GST ID NO: 001531760640 OWNED BY : SANYU SUPPLY SON BHD 1135772K TAX INVOICE CASH SALES COUNTER I 4E70020014 SONOFAX  EC THERMAL ROLL BLUE  S7MMX60MMX12MM LOROLL/PKT 1 X 35.0000  35.00 SR 2. 20120029 RESTAURANT GRDER CHIT NCR 3.5X6 3 X 2.9000 TOTAL SALES INCLUSIVE GST 5 DISCOUNT TOTAL ROUND ADJ FINAL TOTAL CASH 70,06 CHANGE 6.30 GST SUMMARY AMOUNTRM TAXRM SR  6 41.23 5 2.47 INV NO: CSSA0082716 DATE: 07/05/2017 GOODS SOLD ARE NOT RETURNABLE  REFUNDABLE THANK YOU FOR YOUR PATRONAGE PLEASE COME AGAIN. TERIMA KASIH SILA DATANG LAGI  PLEASE KEEP THIS RECEIPT FOR PROVE OF PURCHASE DATE FOR I.T PRODUCT WARRANTY PURPOSE  FOLLOW USIN FACEBOOK: SANYU.STATIONERY"
0,00d0206227401,"SANYU STATIONERY SHOP NO. 31G33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM MOBILE /WHATSAPPS : 6012918 7937 TEL: 6033362 4137 GST ID NO: 001531760640 OWNED BY : 1 TAX INVOICE SANYU SUPPLY SDN BHD 1135772  CASH SALES COUNTER V 1 20120029 RESTAURANT ORDER CHIT NCR 3.5X6 3 X 2.9000  8.70 SR TOTAL SALES INCLUSIVE GST 6 8.70 Q WY DISCOUNT 0.00 TOTAL 8.70 ZY 3 ROUND ADJ 0.00  IT FINALTOTAL . FA CASH 10.00 WW CHANGE 1.30 GST SUMMARY AMOUNTRM TAXRM SR  6 8.21 0.49 INV NO: CSSA0094876 DATE: 08/07/2017 GOODS SOLD ARE NOT RETURNABLE  REFUNDABLE THANK YOU FOR YOUR PATRONAGE PLEASE COME AGAIN. TERIMA KASIH SILA DATANG LAGI  PLEASE KEEP THIS RECEIPT FOR PROVE OF PURCHASE DATE FOR I.T PRODUCT WARRANTY PURPOSE  FOLLOW USIN FACEBOOK: SANYU.STATIONERY EE ET"
0,00d0760612254,"A POPULAR BOOK CO. M SDN BHD CO. NO. 113825 I GST REG NO. 001492992000 NO 8, JALAN 7/118B, DESA AE RAZAK 56000 KUALA LUMPUR, MALAYSIA AMPANG POINT CENTRE TEL : 42601064/66 11/02/18 19:21 STIP NO.: 6030098553 MOHD NOR AZMI TRANS: 79369 DESCRIPTION AMOUNT PB D/S TAPE 12MM 1.90 T H/C A4 400S 9.90 T TOTAL RM INCL. OF GST 11. 80 CASH 11. 80 ITEM COUNT 2 GST SUMMARY AMOUNT RM TAX RM T  6 11.13 0.67 TOTAL SPAVINSE 0. 00 BE A POPULAR CARD MEMBER AND ENJOY SPECIAL DISCOUNTS THANK YOU. PLEASE COME AGAIN, WWW. POPULAR. COM. MY BUY CHINESE BOOKS ONLINE WWY. POPULARONLINE. COM. MY"
0,00d0206117546,"WS. AO FA  I. RI 4 OV INET FE  OSG28 UNIHAKKA INTERNATIONAL SDN BHD 10 MAY 2018 12:32 867388U 12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU, JOHOR TAX INVOICE INVOICE  : OR18051002160062 ITEM QTY TOTAL SR 100100000060 4 VEGE  5.50  5.50 SR 100100000009 SEAFOOD M 4.80 1 4.80 TOTAL AMOUNT: 10.30 GST 6: 0.58 NETT TOTAL: 10.30 PAYMENT MODE AMOUNT CASH 10.30  CHANGE , 0.00 GST SUMMARY AMOUNT TAX SR  GST 6 9,72 0.58 GST REG 000656195584 BAR WANG RICEPERMAS JAYA PRICE INCLUSIVE OF GST THANK YOU  COME AGAIN LIKE AND FOLLOW US ON FACEBOOK FACEBOOK.COM/BARWANGRICE"
0,00d0749666123,"RECEIPT 2 CSONOSLIG0 DATE: 04/12/2017 BALESPERSON TIMES 15214200 CASHTER  USER ITEH ARY WP ANGUNT RA RM 5 A.50 TAPE OPP 4BNHXSOY CLEARB.FY TOTAL QUANTITY 2 SUBTOTAL QISC GST ROUNDING TAX TOTAL: 0.40 GOONS SUD ARE NOT RETURNABLE, THANK YOU."
0,00d0139642641,"ADS BS UNIHAKKA INTERNATIONAL SDN BHD 30 MAY 2018 18:24 867388U 42, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU, JOHOR . TAX INVOICE INVOICE   OR18053002160412 ITEM QTY TOTAL SR 1001000001 70 IMPORTED VEGGIES 1.60 1 1.60 SR 100100000035 1 MEAT  3 VEGE 7.10 1 7.10 TOTAL AMOUNT: 8.70 GST 6: 0.49 NETT TOTAL: 8.70 PAYMENT MODE AMOUNT CASH 8.70 CHANGE 0.00 GST SUMMARY AMOUNI TAX 8.21 0.49 SR  GST 6 GST REG 000656195584 BAR WANG RICEPERMAS JAYA PRICE INCLUSIVE OF GST THANK YOU  COME AGAIN LIKE AND FOLLOW US ON FACEBOOK FACEBOOK.COM/BARWANGRICE"
0,00d0320587587,"TAN CHAY YEE SUFI. HOTOR  SUNGAT RENGIT  SON, BHD.  801580T  NO. 343, JALAN KURAU, SUNGAI RENGIT, 81620 PENGERANG, JOHOR. TEL: 078263254 FAX: 078266888 INVOICE TTEM/DESC. QVY U.PRICE RNCTOTAL 4132 1 20.00 20. 00 CROCS 300X17 TUBES SUB TOTAL : 20.00 ROUNDING ADJUSTMENT : 0.00 GRAND TOTAL : 20.00 CASH:  20.00 CHANGE : 0.00 23012019 13:14:15 PM, PRINT BY: ROOT. TOKEN NO: 0, STATION ID: AL, PID: POS INVOICE NO: 22497 THANKS YOUR SUPPORT 4 WWW N"
0,00d0397644256,"2 :     BILLION SIX ENTERPRISE NO 3, JALAN TAMAN JASA 2 . SECTION U6, 40150 SHAH ALAM. TEL  60358856749 GST REG NO: 000944312320 AREPECEEEEMNCAE COE CEPEENEND ENON ACEON INVOICE NO: C170891 DATE  22/02/2018 7:41:46 AM CASHIER 2123 PESCRIPTION QTY PRICE AMOUNT PTOL ISCO 0.00 TOTDSHFESNCLUSIVE GST 6.00:  E360 MASTER CARD 63.80 5148626201779121 IST SUMMARY  AMOUNTKM  TAXRM SR 6.00 63, 60.18 3.61 BARANG YANG SUDAH DI 24 WANG TIDAK DAPAT DI KEMBALIKAN. PERTUKARAN BARANG HANYA BOLEH DIBUAT DALAM 3 HARI SAHAJA DENGAN RE:SIT."
0,00d0551541808,"TAN WOON YANN MR O.1.. JOHOR SDN BHD CO.REG :933109XX LOT 1851A  1851B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG ,. 43300 SERI KEMBANGAN, SELANGOR MR DIY TESCO TERBAU INVOICE CHOPPING BOARO 35.5X25.5CM 803M EZIOHDOS  24 8970669 1X 19.00 19.00 AIR PRESSURE SPRAYER SX751 1.5L HCO37  15 9066468 X 8.02 6.02 WAXCO WINDSHILED CLEANER 120ML WA143A  48 8557031100236 1X 3.02 3.02 BOPP TAPE 48MM100M CLEAR FZ04  36 6935818350846 1X 3.88 3,88 ITEMS : 4 QTYS : 4 TOTAL RM 33, 92 ROUNDING ADJUSTME RM 0.02 TOTAL ROUNDED RM 33,90 CASH RM 50.00 CRANGE RM 16.10 IZ Q119 21:13 SHO1 ZKO9  T4 R000027890 OPERATOR TRAINEE CASHIER EXCHANGE ARE ALLOWED WITHIN 7 DAYS WITH RECEIPT. STRICTLY NO CASH REFUND."
0,00d0920899195,"RESAURANT JIAWE JIAWE HOUSE 0026930 74K 13, JLN TASIK UTAMA 8 MEDAN NIAGA DAMA SG BES 57000 KL INVOICE INVOICE :9820 CASHIER: ADMIN POS NO:1 DATE  9/3/2018 20:54:50 TABLE A 16 TEN QTY U/ P RW DISC  ANT RW B. BEAN BITTERGROUND FISH HEAD  1 35. 00 0. 00 F.HONG KONG SAUTEED S  16. 00 0. 00 STEAMED EGG S  10. 00 0. 00 CHINESE TEA 2 0. 60 0. 00 1.20 COLD RICE B 2 1.50 0. 00 3 SUB TOTAL BEFORE DISCOUNT RM 65. 20 SERVICE CHARGE RM 0. 00 TOTAL SALES RM 65. 20 ROUNDING ADJUSTMENT  RM 0. 00 TOTAL  RM 65. 20 SOOO ORI OOOO IRCA IS I"
0,00d0330533884,"GARDENIA BAKERIES KL SDN BHD 139386 X LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR. TEL: 03 55423228 FAX:03 55423213 GST 1D: 000381399040 TAX INVOICE / ADJUSTMENT NOTE CASH INV NO.: 7819F712 VEO0514 DATE: 19/08/2017 MAKASSAR FRESH MARKET SON BHD GROUND FLOOR, NO. 4  6, JALAN SS 15/4B, 47500 SUBANG JAYA, SELANGOR VE0S: RIDZUAN 11900 DD: 19/08/2017 10:38 DESCRIPTION U.P ISS EXC D SALE AMTCRM 0.C. WHITE PEE  NS 2 4.26 WHOLEMEAL 258 3 GEE BO 3 8.34 0.C JUMBO 2.97 52 E 5 14.85 TOTAL 0 SUPPLIES: 27.45 DELICIAB/SCOTCH 3.72 2   2 7.44 CRB SCOTCH 0.72 20   2 14.40 TOTAL 6 SUPPLIES EXCL. GST: 21.84 GSTS LH TOTAL 6 SUPPLIES INC. GST 23.15 TOTAL O SUPPLIES: 27.45 TOTAL PAYABLE: 50.60 ..0.E. RECEIVED ABOVE GOODS IN GOOD ORDER CONDITION. THE RECIPIENT OF GARDENIAS PRODUCTS IS REQUIRED TO MAKE NECESSARY ADJUSTMENTS TO ITS INPUT TAX CLAIMS, ON THE BASIC OF THE ADJUSTMENTS SHOWN IN THIS TAX INVOICE ADJUSTMENT NOTE  CUSTOMERS COPY EA AES .  SPR IE . I E"
0,00d0606455264,"KEDAI PAPAN YEW CHUAN 0005583085K LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR. TEL : 0387686092 FAX : 0387686092 GST ID : 000781500416 TAX INVOICE BILL TO : SUCI ALAM JAYA TRANSPORT NO 1 JALAN AMAN 2 TAMAN DESA 43800 DENGKIL SELANGOR 0176057770 DOC NO.  CS00010344 DATE: 28/02/2018 CASHIER : USER TIME: 09:21:00 SALESPERSON REF.: TY GST ITEM QTY S/PRICE S/PRICE  AMOUNT TAX 100140 4 24.00 25.44 101.76 SR BESI Y 12 CQ OTAL QTY: 4 101.76 TOTAL SALES EXCLUDING GST : 96.00 DISCOUNT : 0.00 TOTALGST : 5.76 ROUNDING : 0.00 TOTAL SALES INCLUSIVE OF GST : 101.76 CASH : 150.00 CHANGE : 48.24 GST SUMMARY 7 TAX CODE  AMTRM TAX RM SR 6 96.00 5.76 TOTAL : 96.00 5.76 GOODS SOLD ARE NOT RETURNABLE, THANK YOU ,"
0,00d0973066652,"TAN CHAY YEE SOON HUAT MACHINERY ENTERPRISE JM0352019K NO.53 JALAN PUTRA 1, TAMAN SRI PUTRA, 81200 JOHOR BAHRU JOHOR TEL  075547360 /0167993391 FAX : 075624059 SOONHUAT2000HOTMAIL.COM GST ID : 002116837376 OE ESS CASHSALES EE DOC NO. 00004040 DATE: 11/01/2019 CASHIER USER TIME: 09:44:00 TTEM QTY  S/PRICE AMOUNT TAX 1072 1 80.00 80.00 REPAIR ENGINE POWER SPRAYER 1UNIT WORKMANSHIP  SERVICE 70349 1 160.00 160.00 160.00 GIANT 606 OVERFLOW ASSY 1071 1 17.00 17.00 17.00 ENGINE OIL 70791 1 1000 1000 10.00 GREASE FOR TOOLS 40ML AKODA 70637 1 6.00 6.00 6.00 EY20 PLUG CHAMPION 1643 1 GOO 8.00 8.00 STARTER TALI 70197 1 10.60 10.00 10.00 EY20 STARTER HANDLE 70561 2 18.00 18.00 36.00 HD40 1L COTIN TOTAL QI QO 32700 TOTALSALES  327.00 DISCOUNT 0.00 TOTAL 0.00 ROUNDING 0,00 TOTAL SALES : 327.00 CASH : 327.00 CHANGE : 0.00 GOODS SOLD ARE NOT RETURNABLE, THANK YOU."
