,0,1
0,00d0165073570,IKANO HANDEL SDN BHD (1074617K) IKEA CHERAS NO 2A JALAN COCHRANE TAMAN MALURI 55100 KUALA LUMPUR GST NO.: 000115154944 TAX INVOICE SLIP: 0000000011000136498 DATE: 27/07/17 TIME: 1:12 95837 TRANS: 311136194 STAFF: AMOUNT TX DESCRIPTION 50346155 BOSTRAK WRD 80X50X18 2 PC @ 269.00 538.00 SRS TOTAL RM INCLUDING GST 6% 538.00 0.00 ROUNDING ADJ. TOTAL ROUNDED 538.00 VISA -538.00 GST SR 6% 30.45 538.00 AMT. EXCL. GST 507.55 2 NO. OF ITEMS THANK YOU. PLEASE COME AGAIN. *T3620000011000136498*
0,00d0951021760,"KIKU JAPANESE RESTAURANT TK DIVISION KITCHEN SDN BHD 1202152-P 19-1, JALAN MALINJA 2, TAMAN BUNGA RAYA, 53100 SETAPAK, KUALA LUMPUR TEL . 03-4161 8936 INVOICE INVOICE: 9722 CASHIER: ADMIN POS NO: 1 TABLE: 03 12:12:21 DATE : 17/1/2018 PAX: 0 QTY ITEM U/P(RM) DISG(%) AMT(RM) CHICKEN KATSU BENTO BEN02 1 12.90 0.00 12.90 OMU CURRY FRIED RICE SET 1 SET10 0.00 6.90 6.90 KATSU DON (FISH)SET 1 9.90 9.90 TS02 KAT 0.00 RM 29.70 SUB TOTAL BEFORE DISCOUNT SERVICE CHARGE RM 0.00 TOTAL SALES RM 29.70 ROUNDING ADJUSTMENT RM 0.00 TOTAL RM 29.70 RM 30.00 CASH CHANGE RM 0.30"
0,00d0692152542,"SANYU STATIONERY SHOP NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM MOBILE /WHATSAPPS : +6012-918 7937 TEL: +603-3362 4137 GST ID NO: 001531760640 TAX INVOICE OWNED BY : SANYU SUPPLY SDN BHD (1135772-K) CASH SALES COUNTER 1. 2012-0029 RESTAURANT ORDER CHIT NCR 3.5""X6"" 2 X 2.9000 5.80 SR TOTAL SALES INCLUSIVE GST @6% 5.80 DISCOUNT 0.00 TOTAL 5.80 ROUND ADJ 0.00 FINAL TOTAL 5.80 CASH 6.00 CHANGE 0.20 GST SUMMARY AMOUNT(RM) TAX(RM) SR @ 6% 5.47 0.33 INV NO: CS-SA-0086778 DATE : 24/05/2017 GOODS SOLD ARE NOT RETURNABLE & REFUNDABLE THANK YOU FOR YOUR PATRONAGE PLEASE COME AGAIN. TERIMA KASIH SILA DATANG LAGI ** PLEASE KEEP THIS RECEIPT FOR PROVE OF PURCHASE DATE FOR I.T PRODUCT WARRANTY PURPOSE ** FOLLOW US IN FACEBOOK : SANYU.STATIONERY"
0,00d0215894408,"KEDAI PAPAN YEW CHUAN (0005583085-K) LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR. TEL : 03-87686092 FAX : 03-87686092 GST ID : 000781500416 TAX INVOICE BILL TO : SUCI ALAM JAYA TRANSPORT NO 1 JALAN AMAN 2 TAMAN DESA 43800 DENGKIL SELANGOR 017-6057770 DOC NO. : CS00012658 DATE: 11/05/2018 : CASHIER USER TIME: 16:52:00 SALESPERSON : REF.: (GST) (GST) ITEM S/PRICE S/PRICE AMOUNT QTY TAX 101870 1 65.00 68.90 68.90 SR PASIR HALUS (D) 1 TOTAL QTY: 68.90 65.00 TOTAL SALES (EXCLUDING GST) : DISCOUNT : 0.00 3.90 TOTAL GST : 0.00 : ROUNDING : 68.90 TOTAL SALES (INCLUSIVE OF GST) : CASH 68.90 0.00 : CHANGE GST SUMMARY TAX CODE % AMT (RM) TAX (RM) SR 6 65.00 3.90 TOTAL : 65.00 3.90 GOODS SOLD ARE NOT RETURNABLE, THANK YOU."
0,00d0546591203,"SYARIKAT PERNIAGAAN GIN KEE (81109-A) NO 290. JALAN AIR PANAS. SETAPAK, 53200, KUALA LUMPUR TEL: 03-40210276 GST ID: 000750673920 SIMPLIFIED TAX INVOICE CASH DOC NO. : CS00012441 DATE: 28/12/2017 CASHIER : USER TIME: 11:58:00 REF.: SALESPERSON: ITEM AMOUNT S/PRICE TAX QTY 148.40 SR 1971 1 148.40 PASIR HALUS 1 LOAD (SMALL) TOTAL QTY: 1 148.40 TOTAL SALES (EXCLUDING GST) : 140.00 DISCOUNT : 0.00 8.40 TOTAL GST : 0.00 ROUNDING : 148.40 TOTAL SALES(INCLUSIVE OF GST) : CASH : 148.40 0.00 CHANGE : GST SUMMARY TAX CODE % TAX(RM) AMT(RM) SR 6 140.00 8.40 TOTAL: 140.00 8.40 GOODS SOLD ARE NOT RETURNABLE.THANK YOU"
0,00d0308915412,KFA SUPPLY ( ROC : SA0416111-K ) ( GST NO: 002126950400 ) 125A TINGKAT BAWAH PT 1961 JALAN MALINJA SITE B 45400 SEKINCHAN SELANGOR TAX INVOICE BILL NO : CS0032277 DATE : 27/05/2018 8:07 PM CASHIER : CT001 / 0001 ITEM PRICE AMOUNT QTY STAR 74CM X79CM 10KEPING 1 9555794100234 11.60 11.60 SR : QTY : 1 TOTAL RM 11.60 : CASH 12.00 : 0.40 CHANGE TAX GST SUMMARY AMOUNT SR @ 6% 10.94 0.66 TOTAL 10.94 0.66 THANK YOU PLEASE COME AGAIN
0,00d0902251681,"SANJUNG REALITI SDN. BHD. (779763-K) (GST REGISTRATION NO.: 001751072768) CAR PARK OFFICE, BASEMANT 1, LABUHRAYA SPRINT, PJU6A, 47400 PETALING JAYA, SELANGOR TEL.: +603 7726 2929 FAX: +603 7726 1326 TAX INVOICE TAX INVOICE NO.: 0714/0601/00601 27/06/18 10:08 1.50 RM 010100 PAY PARKING TICKET 27/06/18 09:49 - 27/06/18 10:08 LENGTH OF STAY: 0 DY. 0 HR. 19 MIN. 02472951053011038178353570?? TOTAL AMOUNT 1.50 RM ACCEPTED TOTAL 2.00 RM CHANGE 0.50 RM GST 0% 0.00 RM THANK YOU"
0,00d0102367243,"RESTORAN WAN SHENG 002043319-W NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR GST REG NO: 001335787520 TAX INVOICE CASHIER: NICOLE INV NO.: 1199976 : 18-06-2018 16:15:47 DATE TOTAL U.PRICE TAX DESCRIPTION QTY TEH (B) 2.10 2.10 ZRL 1 X CHAM (B) 1 X 2.10 ZRL 2.10 SOYA BEAN 1 X ZRL 1.70 1.70 TAKE AWAY 0.20 ZRL 3 X 0.60 TOTAL QTY: 6 6.50 TOTAL (EXCLUDING GST): 6.50 TOTAL (INCLUSIVE OF GST): TOTAL : 6.50 CASH : 6.50 AMOUNT(RM) GST SUMMARY TAX(RM) ZRL 6.50 (@ 0%) 0.00"
0,00d0395061839,"THAI DELICIOUS RESTAURANT NO.22 JALAN PUTERI 2/4 BANDAR PUTERI 47100 PUCHONG, SELANGOR 03-8051 9514 BILL NO 01-36870 : TABLE DATE : A3 02/02/2017 7:31:08 PM CASHIER : 123 : PAX 4 AMOUNT PRICE DESCRIPTION QTY 06S BRAISED 20.00 20.00 1 1 PORK LEG SMALL 32 PHRANAKON 1 28.00 2 28.00 SALTED EGG SQUID 51 GARLIC FRIED 1 3 13.00 13.00 KAILAN 84 THAI STYLE 1 4 15.00 15.00 KERABUTOFU 7.20 5 130 PLAINRICE 4 1.80 113 COCONUT 6 6.50 1 6.50 THAI 7 116 DISTILLED 0.60 1 0.60 WATER 106B COLD 2.50 1 2.50 8 PANDAN GINGER TEA 92.80 TOTAL: 92.80 GRAND TOTAL: 100.00 CASH RECEIVED: 7.20 CHANGE: 23.20 AVERAGE/PAX(S): THANK YOU. PLEASE COME AGAIN."
0,00d0487139957,"10 GRAM GOURMET SBN BHD (1152264-K) NO 3, JALAN TEMENGGUNG 27/9 BANDAR MAHKOTA CHERAS, 43200 SELANGOR. (GST REG. NO : 002055098368) TAX INVOICE TABLE - PAX(S): 0 CHECK #: 514658 DATE : 11-06-2018 12:51:34 CASHIER: CASHIER MORNING DESCIPTION QTY U.PRICE TOTAL TAX P02 SPAGHETTI AGLIO OLIO CHICKEN BREAST SR 1 X 15.00 15.00 15.00 TOTAL (EXCLUDING GST): 0.00 TOTAL GST (0%): TOTAL (INCLUSIVE OF GST): 15.00 TOTAL: 15.00 CLOSED: 8888 11-06-2018 12:52:21 SERVER: CASHIER MORNING 15.00 CASH : AMOUNT(RM) GST SUMMARY TAX(RM) 15.00 0.00 SR (@ 0%) THANK YOU PLEASE COME AGAIN"
0,00d0238897436,"PRINT EXPERT SDN BHD 989625-A NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 40000 SHAH ALAM, SELANGOR TEL : 03-55250588 FAX : 03-55107309 GST ID : 000886677504 DEPT.: SO00046284 DOC NO. : 12/01/2018 DATE: USER CASHIER : 16:32:00 TIME: ATHIRAH SALESPERSON: AMOUNT PRICE QTY DESCRIPTION 31.80 31.80 1 DESIGN 190.80 63.60 3 FOAMBOARD 91X46CM 63.60 31.80 2 DESIGN 356.16 2 178.08 ROLLUP BUNTING 31.80 31.80 1 DESIGN 73.14 0.73 100 FLYERS -647.30 -647.30 1 DEPOSIT (CS00489793) 110 TOTAL QTY: 94.34 TOTAL SALES (EXCLUDING GST) : 0.00 DISCOUNT : 5.66 TOTAL GST : 0.00 ROUNDING : 100.00 TOTAL SALES (INCLUSIVE OF GST) THANK YOU. HAVE A NICE DAY !"
0,00d0965540723,"MR. D.I.Y. (M) SDN BHD (CO.REG :860671-D) LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (GST ID NO :000306020352) (IOI PUCHONG) -TAX INVOICE- *S RUBBER BOOTS P/968BK-SIZE8 (BLACK) WA60 - 6/48 9555590501204 X 1 9.90 9.90 SEKOPLAS H/D GARBAGE 89CM*117CM 10S *S WA57 - 16 4 X 9557002081113 9.50 38.00 PLASTIC BAGS 1 99999 X 0.20 0.20 3 6 : ITEM(S) QTY(S) : TOTAL INCL. GST@6% RM 48.10 CASH RM 50.20 CHANGE RM 2.10 GST @6% INCLUDED IN TOTAL RM 2.72 25-04-18 16:46 SH01 ZJ86 T1 R000119242 OPERATOR TRAINEE CASHIER EXCHANGE ARE ALLOWED WITHIN 7 DAY WITH RECEIPT. STRICTLY NO CASH REFUND."
0,00d0550391706,"99 SPEED MART S/B (519537-X) LOP P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1237-TMN INDAH PERDANA. GST ID. NO : 000181747712 INVOICE NO : 18396/102/T0362 03:46PM 568268 13-05-18 0715 KNORR CHICKEN STOCK 1K RM16.85 S 5596 HYGIENIC 7.5 INCH COLO RM6.06 S @6 X RM 1.01 TOTAL SALES (INCLUSIVE GST) RM 22.91 -.01 ROUNDING ADJUSTMENT RM ROUNDING RM 22.90 CASH RM 50.00 CHANGE RM 27.10 AMOUNT(RM) TAX(RM) GST SUMMARY S = 6% 21.60 1.31 THANK YOU. PLEASE COME AGAIN KEEP THE INVOICE FOR APPLICABLE RETURNS"
0,00d0760612254,"POPULAR BOOK CO. (M) SDN BHD (CO. NO. 113825-W) (GST REG NO. 001492992000) NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA AMPANG POINT CENTRE TEL : 03-42601064/66 11/02/18 19 : 21 SLIP NO. : 6030098553 MOHD NOR AZMI TRANS : 79369 DESCRIPTION AMOUNT PB D/S TAPE 12MM 1.90 T H/C A4 400'S 9.90 T TOTAL RM INCL. OF GST 11.80 CASH -11.80 ITEM COUNT 2 GST SUMMARY AMOUNT (RM) TAX (RM) T @ 6% 11.13 0.67 0.00 TOTAL SAVINGS BE A POPULAR CARD MEMBER AND ENJOY SPECIAL DISCOUNTS THANK YOU. PLEASE COME AGAIN. WWW. POPULAR . COM. MY BUY CHINESE BOOKS ONLINE WWW. POPULARONLINE. COM. MY"
0,00d0758726468,GOODS SOLD ARE NOT RETURNABLE THANK YOU SLF CASH & CARRY (002107265-V) NO. 15.JLN TSJ2.TMN SUBANG JASA. OFF JLN BT 3 SUBANG. 40000 SHAH ALAM. SEL. TEL : 03-77343662 FAX : TAX INVOICE GST ID : 001169362944 SIMPLIFIED TAX INVOICE CASH DATE: 03/02/2018 : CS00241999 DOC NO CASHIER TIME: 08:37:00 : WOON REF : SALESPERSON : TAX S/PRICE AMOUNT ITEM QTY SR 1 21.20 21.20 9557366100208 CRISPO MINYAK SAPI800G 21.20 1 TOTAL QTY: 20.00 TOTAL SALES (EXCLUDING GST) : 0.00 DISCOUNT : 1.20 TOTAL GST 0.00 ROUNDING : 21.20 TOTAL SALES : (INCLUSIVE OF GST) 100.00 CASH : 78.80 CHANGE : GST SUMMARY TAX CODE AMT (RM) TAX (RM) % 6 20.00 1.20 SR 1.20 TOTAL : 20.00
0,00d0121860229,"MR. D.I.Y. (M) SDN BHD (CO REG : 860871-D) LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (GST ID NO : 000306020352) (MELAWATI MALL) TAX INVOICE *S ARTLINE WHITEBOARD MAKER PEN 500A (R WA25 - 24/288 3.10 4974052854583 3.10 1 X *S ARTLINE WHITEBOARD MAKER PEN 500A (B WA26 - 24/288 4974052854569 1 X 3.10 3.10 *S MAGNETIC WHITEBOARD LD001# 120*90CM HC07-08 - 6 1 X 63.00 63.00 9087397 ITEM(S) : 3 QTY(S) : 3 TOTAL INCL. GST@6% RM 69.20 RM 69.20 CASH AMT(RM) GST SUMMARY TAX(RM) 65.28 GST S@6% 3.92 T1 R000090406 03-05-18 14:12 SH02 ZJ94 OPERATOR MLWC - SITI AISHAH EXCHANGE ARE ALLOWED WITHIN 7 DAYS WITH RECEIPT. STRICTLY NO CASH REFUND."
0,00d0178057064,"MOONLIGHT CAKE HOUSE SDN BHD 862725-U (GST REG NO: 001559298048) NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU, JOHOR. WWW.MOONLIGHTCAKE.COM : COUNTER TABLE INVOICE NO: SP-NULL-18/06/20-1022050 : 20/06/2018 18:07:10 DATE PAYMENT TYPE: CASH MEMBER NUMBER: 3000000100068587 TAKE AWAY RM4.15 ST 1 T-BUTTER SLICE CHEESE *# RM-0.41 DISCOUNT RM3.30 ST 1 T-GREEN TEA MOCHI *# RM-0.33 DISCOUNT 1 RM3.70 ST T-HONEY WALNUT *# RM-0.37 DISCOUNT 1 RM4.60 ST T-SAHA BREAD *# RM-0.46 DISCOUNT RM14.18 TOTAL (INCL GST, 0%) ROUNDING RM0.02 RM14.20 GRAND TOTAL RM20.20 TOTAL PAID RM6.00 CHANGE DISCOUNT SUMMARY RM1.57 BIRTHDAY DISCOUNT GST SUMMARY AMOUNT(RM) GST(RM) ITEM GST SUMMARY 0.00 14.18 4 ST = 0% 0.00 0.00 0 NS = 0% 20/06/2018 18:07:10"
0,00d0588374381,"Y SOON FATT S/B (81497-P) LOT 1504, BATU 8 1/2, JALAN KLANG LAMA, 46000 PETALING JAYA, SELANGOR. TEL : 016-2014209 GST REG NO : 000788250624 TAX INVOICE AMOUNT TAXCODE DESC PRICE QTY (RM) (RM) 51190030 A1 BIHUN ISTIMEWA 3KG 100.00 ZRL 10.00 10 * YSF BUAH KERAS 3KG 060400063 36.80 SR 1 * 36.80 012700054 HOBE RED KIDNEY BEAN 425GM 58.00 SR 58.00 1 * CAP LANG JAGUNG MANIS 425GM 51580020 53.80 SR 53.80 1 * DAIRY CHAMP EVAP 390GM 50460020 1 * 113.90 113.90 SR TOTAL INC. GST 362.50 6%: ROUNDING ADJUSTMENT: 0.00 FINAL TOTAL : 362.50 CASH : 400.00 : CHANGE 37.50 GST SUMMARY AMOUNT(RM) TAX(RM) ZRL 0 % 100.00 0.00 SR 6 % 247.64 14.86 C02102772 9/2/2017 12:00 PM T03 2006"
